"participant_id","questionnaireItem_id","answer"
102,66,"Com certeza, eu já usei um VR uma vez, daqueles que você está em uma montanha-russa e pode olhar para qualquer lugar, foi uma experiência legal porem meio ruim, esse jogo é muito diferente, inovador, agora da para interagir com o ambiente, é incrível, mesmo sem sentir o tato ainda assim da para controlar as peças com precisão"
103,62,"Quando queria tocar no quadrado q parece um vidro não conseguia, Quando não queria tocava, não ouviu muito o som porque fiquei empolgada demais"
103,63,"Muito bom, quero jogar"
103,64,Não
103,65,Colocar s talvez um ajuste mais específicos sobre o jogo explicando um pouquinho
103,66,"Sim, porque gostei."
104,62,"Em relação às experiências negativas de utilizar a solução holográfica não tive significativas. Posso apontar quando está usando a solução, o mundo real fica em cores preto e branco, isso prejudicaria a percepção do usuário em determinadas situações."
104,63,"A solução holográfica possui diversos pontos positivos. A usabilidade é variada e pode ser aplicada em diversos setores, foi fácil de utilizá-la e rapidamente aprendi os gestos para interagir com os hologramas, é divertida, confortável e interessante."
104,64,Não tive problemas ou dificuldades.
104,65,Foi uma experiência bastante interessante e que recomendo para qualquer pessoa.
104,66,"Acho que é uma solução inovadora, e pode ser mais eficiente que outros métodos já existentes, pois a mistura da realidade com os hologramas cria uma nova camada de interação e didática."
105,63,"Divertido,relaxante e envolvente"
105,64,"Sim, algumas vezes selecionou o objeto errado"
105,66,"Sim, é bem mais envolvente que outras soluções. O som é bem preciso e emula uma sensação de toque"
106,62,Algumas vezes a peça não saia da minha mão
106,63,Como primeiro uso senti alegria ao usar e me senti muito interessado sobre a solução holográfica.
106,64,Somente o fato da peça prender na mão as vezes
106,65,Não possuo sugestões
106,66,"Primeira vez que utilizei esse tipo de solução, então não tenho poder de comparação,  mas acredito que é uma das melhores soluções holográficas"
107,62,Nenhuma
107,63,"Imersão, entretenimento."
107,64,Alguns gestos não foram identificados
107,65,Não
107,66,"Sim, pois é a mais acessível entre as outras"
108,62,Única experiência negativa foi um pequeno cansaço nos olhos
108,63,Altamente interativo e prazeroso resolver os problemas e a integração a nova realidade
108,64,Não obtive nenhum problema
108,65,Nenhuma
108,66,"Acredito que o novo meio de imersão se tornou um ótimo meio de entretenimento e aprendizagem, tendo o poder de abranger diversas áreas e conhecimentos"
109,62,Senti leve desconforto visual com o uso e alguns gestos não eram tão precisos
109,63,Foi muito divertido e inovador. No geral uma ótima experiência
109,64,Não
109,66,Não tive muito contato com outras soluções
110,62,Muitas vezes tive dificuldade para pegar objetos
110,63,Foi mais divertido do que o esperado
110,64,Inconsistência para girar as peças
111,62,"Às vezes, as peças não obedeciam ao meu toque. Em um dado momento,  a própria estrutura onde eu deveria encaixar as peças virou, como se eu visse por cima, mas eu não queria isso, não consegui retorná-la à posição inicial, e prejudicou-me para montar o quebra-cabeças."
111,63,"Foi minha primeira experiência com óculo de realidade virtual, e gostei da novidade. Com treino de minha parte e ajuste do software, acredito que eu conseguiria me sentir mais confortável."
111,64,"Sim, nem sempre a resposta do sistema acompanhavam meus gestos."
111,66,"Com ajustes e treinamento, acredito que pode, sim, servir de auxílio em atividades que, por segurança, demandem manejo de dispositivos à distância."
113,63,"Foi muito gostoso e satisfatório conseguir pegar os bloquinhos e manuseá-los. Dei até risadas quando descobri que eu podia jogá-los para longe e esticar meus braços para pegar de volta, até brinquei com isso um pouco. A parte de poder mexer com os blocos livremente foi tão divertida que eu desviava do foco principal do jogo sem querer para brincar de manuseá-los."
113,64,"Poucas vezes os bloquinhos ficavam tremendo na minha mão, mas acredito que uma calibragem do aparelho para as minhas mãos resolveria"
112,62,Houve uma certa frustração para que os blocos respondessem da maneira que eu desejava além de uma certa dificuldade ao manipulá-los
112,63,O jogo foi divertido e o modo de observar novos ângulos é um jeito interessante de interagir com o jogo de modo a melhorar o interesse no jogo
112,64,"Os principais problemas eram na hora de interagir com os objetos para que percebessem a interação da maneira correta/do modo que eu tinha intencionado, frequentemente tendo que tentar mais de uma vez para que o objeto percebesse meu toque"
112,65,"meios de travar certos objetos para que não fossem movidos ou para que eles não sejam perdidos do meu campo de visão, afinal dificulta ter que procurar em volta em um ambiente de RM"
112,66,"ele possibilita uma quantidade consideravelmente maior de jogos diferentes sem ocupar nenhum espaço real (como no exemplo de montar blocos), o que facilita a portabilidade dessas atividades com muito mais facilidade"
114,63,"Muito divertido, e realmente pareciam que os objetos estavam a minha frente. Fácil interação com eles."
114,66,Sim. Não tinha conhecimento da solução holográfica.
115,62,Não tive nenhuma.
115,63,"Experiência agradável, e com muito potencial."
115,64,Não tive
115,65,Não tenho nada a relatar.
115,66,Não concordo nem discordo
116,62,"Teve um momento que percebi a visão um pouco embasada, isso me atrapalhou um pouco durante o meu desempenho, no momento do encaixe das peças."
116,63,Interação e engajamento com o jogo. Estigantes e motivador em buscar concluir as etapas do jogo.
116,64,"Teve um momento que durante a manipulação de uma peça, saiu da tela em que eu estava e foi para a tela inicial, mas foi fácil retornar para a área do jogo."
116,65,"Talvez uma instrução do que a pessoa pode esperar do jogo, mas acredito que como a intenção é validar o jogo, acaba sendo intencional não dar nenhum tipo de dica nesse momento é ou etapa do estudo."
116,66,"Depende para o objetivo pretendido, penso que além do, pode ser um recurso utilizado desde que não ofereça risco a quem for usar. 
Vejo como um recurso para treinar tividades especificar simulando tarefas e atividades funcionais. 
Penso que para algumas pessoas se sinta desconfortável devido  o membro está em movimento no ar, sem toque ao objeto de fato, estando restrito o sensorial , ou seja, sentir o real toque da mão no objeto."
117,62,Por vezes os objetos não foram responsivos ao meu toque ou gesto (ficaram presos na minha mão ou eu movia a área do quebra cabeça ao invés dos objetos)
117,63,"Ambiente muito agradável (música, conforto ao usar), interessante e uma ótima maneira de introduzir a realidade mista."
117,64,Por vezes os objetos não foram responsivos ao meu toque ou gesto (ficaram presos na minha mão ou eu movia a área do quebra cabeça ao invés dos objetos)
117,65,Não.
117,66,Sim.
119,62,"Depois de um tempo, senti um pouco de desconforto de ficar sentado."
119,63,Utilizar essa tecnologia para jogar foi bastante interessante e divertido.
119,64,"O toque e o soltar das peças, poucas vezes, não era preciso."
119,65,"Gostei bastante da experiência. Gostaria de enfatizar que os sons auxiliam na interação, indicando quando uma peça foi encaixada, ou quando um botão foi pressionado."
119,66,"Para o entretenimento, acredito que é apenas mais uma forma de se fazê-lo, não sendo melhor, nem pior que outras formas."
120,62,"Para a aplicação em questão, provavelmente seria melhor se fossem objetos &#34;de madeira&#34; ou outro material físico. Para esta aplicação, não existe motivo de ser virtual a não ser o fato de não precisar comprar as peças."
120,63,"É interessante &#34;trazer&#34; objetos do dia a dia do computador (menus, ícones,...). Abre a possibilidade de interagir com objetos que não necessariamente existem no ambiente real."
120,64,"Nenhuma dificuldade, mas talvez com o tempo possa ficar desconfortável ficar muito tempo com o equipamento no rosto."
120,65,"Seria interessante ver objetos (personagens de filmes, por exemplo) no mesmo ambiente e poder interagir com eles."
120,66,"Como citado anteriormente, para a aplicação em questão não vejo muita vantagem em relação ao uso de blocos físicos para encaixe de peças."
121,63,"Nunca tive experiência com realidade aumentada antes, me surpreendi positivamente com a tecnologia. Tive uma imersão profunda com o jogo"
121,64,"As vezes eu queria pegar um objeto e acabava pegando outro, porém isso não afetou negativamente minha experiência"
121,66,"Acredito que em alguns pontos são positivos, por exemplo no quesito imersão. 
Mas não acho que exista uma solução que seja melhor em todos os aspectos, acredito que cada tecnologia tem seus lados negativos e dessa maneira, aplicações diferentes."
122,62,"As vezes não era muito responsivo, as peças não giravam de forma ideal e as vezes ficavam presas na minha mão, cansei um pouco o pulso e as vezes a imagem ficava desfocada"
122,63,"A música é ótima, o óculos não é pesado, o jogo é bonito, o desafio é interessante"
122,64,As vezes eu n conseguia selecionar o q eu queria
122,65,Nao
122,66,"E me,hor do que em uma tela 2d pq aqui vc pode olhar pelos lados"
123,62,Senti um desconforto nos braços e ombros.
123,63,Estive animada para continuar a jogar.
123,64,Não
123,65,Não
123,66,"Sim, pois permite uma melhor visualização das peças, parecendo realmente que são táteis."
124,62,Cansou um pouco o meu braço.
124,63,Me diverti bastante e achei super interessante.
124,64,"Algumas vezes sim, ao selecionar adequadamente os objetos."
124,65,Talvez fornecer dicas previamente sobre o movimento que deve ser realizado com os dedos/mãos para selecionar cada objeto ou para mudar o plano de visão.
124,66,Considero que seja complementar.
126,62,Um pouco de enjoo e dor de cabeça
126,63,Muitíssimo divertido e intuitivo
126,64,Não sentir o toque das peças é um pouco estranho
126,65,Não
126,66,"Segunda vez usando o óculos, não sei opinar"
125,62,Óculos embaçava com frequência
125,63,Agradável manusear com realidade misturada
125,64,Não
125,66,"Sim, pois é fácil de aprender a manusear com a solução"
127,62,"Em alguns momentos, manusear as peças no intuito de rotacionar apresentava algumas dificuldades e um leve desconforto no ombro/pulso por ter uma certa dificuldade ao girar."
127,63,"Foi agradável utilizar a solução,  bastante fácil de compreender e relaxante"
127,64,Apenas notei a dificuldade ao rotacionar e posicionamento/encaixe das peças no quadrado cinza
127,66,Ela inova no fator de realidade aumentada então creio que é melhor que outras soluções pela praticidade e por permitir o usuário a imersão em qualquer ambiente.
128,62,Visão embaçada e desfocada
128,63,Muito agradável e divertido
128,64,Desfoque e sensibilidade dos objetos/pecas
128,65,Upgrade no equipamento utilizado.
128,66,Não tenho conhecimento para responder esta pergunta
129,62,Experiência de toque ainda possui limitações e erros
129,63,Todo o jogo é bem Imersivo
129,64,"Sim, alguns comandos de toque não foram bem respondidos"
129,65,"Bom, acredito que uma melhor experiência seria proporcionada com o aprimoramento da tecnologia sensorial de toque"
129,66,"Acredito, pela premissa 3d que vai além do 2d em dispositivos móveis, por exemplo"
130,63,Fui entretido e tive meu primeiro contato com realidade mista. Gosto de jogos puzzle e o jogo atendeu às expectativas.
130,65,"A sobreposição da mão e do contorno virtual dela me causou um pouco de estranheza no começo, mas assim que meu foco se tornou o jogo, isso deixou de se tornar um problema."
130,66,Não tive a oportunidade de experimentar outras soluções.
131,62,Distorção da imagem representada do ambiente ao redor das mãos. Manter as mãos e braços muito elevados.
131,64,Interpretou erroneamente alguns movimentos das mãos levando ao reinício da tarefa.
131,65,Melhorar efeitos de distorção ao redor de objetos e principalmente das mãos do usuário.
132,62,"O óculos apertaram meu rosto, fiquei um pouco tonta, demorei pra perceber que o movimento de pinça com os dedos era mais efetivo."
132,63,Foi super divertido! Me senti no futuro. Não apresentei tontura da mesma forma que quando uso VR
132,66,"Sim, achei bem mais lúdico"
133,62,Inicialmente até acostumar com os movimentos e pegadas
133,63,"Divertido, fiquei interessado em adquirir um"
133,64,"Curva de aprendizado, dpois flui"
133,65,nao
133,66,Nao conheco outras solucoes holográficas
134,62,O óculos fica um pouco desconfortável depois de alguns minutos o usando
134,63,A interação do jogocom o mundo real realmente era impressionante e dava vontade de continuar jogando por horas.
134,64,"Sim, o óculos puxava a pele próxima aos olhos um pouco forte, mesmo estando ajustado ao tamanho da minha cabeça"
134,65,"Nenhuma, a experiência foi muito boa"
134,66,"A solução é boa com relação a entretenimento e educação mas nunca com relação ao profissional, pois ficar horas com ele no rosto certamente geraria um desconforto muito grande."
136,62,"Os controles exigiam alguns movimentos repetitivos ou estranhos as vezes, por exemplo, quando queria virar uma peça que estava segurando na minha mão. O modo de realidade mista é bom o suficiente para você se situar e não esbarrar em nada nem ninguém mas rapidamente cansa os olhos."
136,63,"O jogo é divertido e bonitinho, e rapidamente passa de algo trivial para um desafio de verdade, o que engaja bastante. Os sons sincronizados com as peças aparecendo e outras açoes quase servem como um um substituto para a sensação de toque perdida devido ao meio."
136,64,"O único problema que me vem a mente é a questão de gestos um pouco fora dos limites da anatomia. Virar as peças exige uma torção muito grande nos pulsos, ou vários movimentos para realizar uma ação."
135,63,Os feedbacks de áudio e como as peças se encaixavam nos slots corretos foi muito satisfatório
135,64,"Múltiplas vezes os meus gestos não foram reconhecidos, o que dificultou razoavelmente a usabilidade da ferramenta"
135,65,"O uso de controles par interação pode ser invasiva, mas pode também melhorar muito o uso"
137,62,Durante a etapa 3 uma peça ficou escondida e eu só fui encontrar no final da simulação
137,63,Muito bonito e imersivo
137,64,Não
137,65,Não
137,66,Sim. Não seria tão divertido quanto.
138,62,O rastreio da mão não funcionou 100%
139,62,As vezes eu pegava a peça e era meio difícil de girar ela
139,63,Muito divertido brincar com as peças e tals
139,64,Não
139,65,"Aumentem o tempo da experiência, 15 minutos é muito pouco"
139,66,"Considero, até porque você também usa seu corpo pra interação"
142,62,"As vezes a holografia confundia o o objeto que eu queria pegar, quando os objetos estavam próximos."
142,63,Em geral foi muito bom.
141,62,Senti uma leve tontura apenas.
141,63,"Achei divertido, a interação com os objetos virtuais."
141,64,"Não, achei bem intuitivo."
141,65,Não.
141,66,"Talvez, pois a possibilidade de continuar vendo o mundo exterior interessante, abrindo varias possibilidades."
143,62,As vezes a interação não funcionava da forma como esperada.
143,63,"Bem interativo,
Interessante, 
Cumpre o que promete."
143,64,Algumas dificuldades de girar as peças.
143,65,"Sei que ainda está em desenvolvimento, mas seria crucial um software mais responsivo."
143,66,"Acredito que sim, uma vez que torna a interação humano-máquina mais fácil."
144,64,Pequena dificuldade em rotacionar as peças.
144,65,Não.
144,66,"Sim, pois é mais interativo."
145,62,Manuseio
145,63,Visualmente e esteticamente bem feito e divertido
145,64,Não
145,65,Melhorar manuseio
145,66,NA
146,62,"Objetos fora de foco, preciso erguer a cabeçapra focar e campo de foco pequeno...controle e giro das peças não respondiam tão bem...preciso olhar pras peças eu acho, tentei usar várias vezes só com a visão periférica e não parece responder tão bem"
146,63,"Infinitas possibilidades de puzzle, configuração simples, da próxima jogada, eventualmente a experiência era sem atrito"
146,65,Talvez se iluminar mais o ambiente eh mais fácil da camera perceber o pinçamento
146,66,Mais múltiplas configuracoes
147,62,"Acredito que foi não ter uma pequena frase mostrando como utilizava a plataforma, visto que quando ela for utilizada pelas pessoas deveria mostrar como é para ser utilizada"
147,63,"Achei muito prático o projeto, de forma facil e eficiente de aprender, para entender e realizar"
147,64,Não
147,65,Apenas mostrar algum pequeno manual ou sugestão de como utilizar
147,66,"Sim, de forma prática e bem utilizada"
148,62,"Às vezes ele movia o lugar onde colocar os blocos, em vez de colocar a peça."
148,63,"Gostei de basicamente tudo, acho que isso é um próximo passo para o futuro onde pode ser usado não só para um jogo mas também para muitas coisas do cotidiano, como ver uma série, organizar tarefas, dar aulas..."
148,64,Só um pouco de dificuldade para mover e colocar as peças
148,65,"Parabéns a todos pela iniciativa, gostei muito!"
148,66,"Sim, pois essa acaba se tornando mais interessante"
149,62,"O foco do jogo não estava bom da metade para cima, do meio para baixo estava nítido."
149,63,"Achei fascinante, muito fácil na utilização, intuitivo, a movimentação dos objetos estava excelente, me surpreendeu poder jogar um objeto que saiu voando para longe."
149,64,"Sim, entendi como acessar os menus, acessei intencionalmente, fiquei preocupado em não consegui voltar à tela di jogo, mas logo consegui."
149,65,"Parabéns! Achei incrível. Quando comentei que seria interessante usar ferramenta como no filme Minority Report, alguém disse pra mim que seria mais cansativo ficar fazendo gestos, mas hoje discordo totalmente, acho a tecnologia promissora."
149,66,Porque é mais atraente.
150,63,Quebra cabeças de lógica desafiadores.
150,64,"O jogo tem dificuldade em saber quando eu solto a peça.
O menu do meta abriu por acidente durante o jogo"
152,62,"Em relação ao peso do equipamento, gerou um pouco de desconforto, e as peças não reagiam 100% com o meu movimento."
152,63,"O jogo foi muito legal, e a experiência do VR foi divertido."
152,64,"Não,  tudo funcionou na medida do esperado."
152,65,"Não, achei ótima a experiência."
152,66,"É uma tecnologia com muito potencial, mas pra algumas áreas ainda não se aplica."
153,62,"Por ser tetris, era um pouco difícil, além de que, por vezes, os objetos grudavam na minha mão sem eu querer."
153,63,"Trilha sonora muito relaxante, muito intuitivo, dá para desenvolver uma percepção útil para a matemática por exemplo, trabalhando em espaço 3d."
153,64,As vezes os objetos grudavam na minha mão sem eu querer ou não conseguia pegá-los quando eu queria.
153,65,"Não vejo muito o que acrescentar, visto que se trata de um jogo simples mas muito inovador e criativo."
153,66,"Não conheço outras atividades holográficas, mas em relação às outras atividades de quebra cabeça, acho que é melhor pois desenvolve uma maior imersão e visualização 3D, além de ser excitante por se tratar de algo relativamente novo."
154,62,"As peças nem sempre reconheciam que eu estava as pegando, em como não giravam como eu esperava e encaixavam no lugar errado. A visualização frontal nem sempre era suficiente ou clara para entender o relevo de figuras 3D. Após cerca de 10 minutos o movimento constante de pinça começou a me incomodar, principalmente por dores no pulso."
154,63,"Muito divertido e interessante jogar, uma inovação não utilizar controles para realizar as ações,  somente as mãos.
Gostei bastante da experiência."
154,64,"Sim, as peças nem sempre encaixavam como eu prévia e tinha que refazer as movimentações.  &#34;Passar&#34; a peça de mão para mão não foi possível."
151,62,"Para mim as experiências negativas estão relacionadas ao desconforto da visão, pois senti minha visão embacada e não pude ver a holografia com tanta resolução, as vezes se confundindo com sombras."
151,63,Achei muito positiva a rapidez com que a holografia corresponde aos meus comandos e a facilidade para conseguir acessar os níveis do jogo .
151,64,Senti dificuldade para dominar inicialmente meus movimentos dentro da holografia como pegar as peças.
151,65,Acredito que a resolução pode ser um pouco mais favorecida assim contribuindo para facilidade na visão e consequentemente nos movimentos subsequentes.
151,66,"Não tive contato com outras experiências de realidade virtual por exemplo, mas a partir dessa experiência eu achei extremamente positiva e convincente para o uso, pois me senti confortável mesmo me vendo imersa na situação. Acredito que o fato de ter a mistura das duas realidades possa trazer uma maior sensação de domínio da realidade."
156,62,Não houve.
156,63,Experiência interessante para desenvolver novo produtos.
156,64,O encaixe na posição desejada não foi obedecida conforme eu queria.
156,66,A experiência física é sempre melhor.
157,62,O background preto-e-branco com elevado número de interferências e distorções deixam  experiência enjoativa e com aspectos negativos
157,63,Tecnologia será extremamente útil quando for refinada e utilizada para as coisas corretas
157,64,Dificuldades para manusear os objetos. Os movimentos necessários não são natural do ser humano
157,65,Uma melhor definição da maneira correta de como tatear os hologramas
157,66,Não posso opinar
158,62,Única coisa que me incomodou um pouco foi que as vezes minha mão atravessava as peças.
158,63,Foi muito divertido e inovador essa experiência.
158,64,Apenas aquele relatado no Q2.
159,62,Teve alguns momentos em que a visão ficou embaçada
159,63,Muito legal e intuitivo
159,64,não
159,65,não
159,66,"Sim, pois temos uma experiência mais real."
161,62,me frustrei um pouco quando não conseguia resolver o puzzle por falta de lógica minha.
161,63,"muito divertido poder usar um óculos de realidade virtual e jogar o jogo, gostei bastante da resposta ao tato"
161,64,"as vezes errei a combinação das peças, e durante um momento acabei jogando uma peça em direção a minha barriga e foi um pouco difícil de pegá-la, pois minha barriga impedia. então, tive que me mover um pouco na cadeira para conseguir alcançá-la"
161,66,"Depende, ainda prefiro um puzzle manual, mas considero uma experiência diferente e divertida. Agora, considerando que no VR tenho infinitas combinações e não necessito levar inúmeros jogos físicos caso eu vá viajar ou me mover de cidade, o VR é uma opção muito melhor e mais parecida com o mundo real do que um puzzle de celular por exemplo"
160,62,"Por vezes tocava na peça e a caixa se mexia, precisei fazer os movimentos com mais precisão calma para não gerar a interposição"
160,63,Possibilidade de imaginar e rotacionar as peças e vê-la no espaço em suspensão
160,64,"Não diria como negativas, mas como pseudofrustrante:
a tendência a clicar/tocar ao invés de pegar
Demorei a entender a  profundidade da peça e identificar o feedback sonoro como &#34;peça segurada&#34;"
160,65,"A música é um fator que interfere na avaliação da percepção da experiência,  uma vez que ela é relaxante. 
Por vezes, o menu surgia em tela é havia sobreposições na imagem projetada, o que pode ter sido uma falha minha, mas se fosse um produto, entenderia como erro ou fator negativo"
160,66,"Depende da idade do usuário, para pessoas em desenvolvimento este tipo de experiência pode prejudicar o aprendizado motor viso espacial em relação aos movimentos manuais. Contudo, para pessoas acometidas por AVC quer perdem a capacidade de reconhecimento dos objetos pelo tato ou que possuem hipersensibilidade ao toque,  pode ser uma solução útil em contexto terapêutico. 
O fato do contraste ser bem nítido,  auxiliaria pessoas com problemas de acuidade visual, ampliando a experiência e interação objetos."
163,62,"A colocação inicial do HMD com óculos corretivos exige um maior cuidado, o que torna o processo um pouco mais lento, mas não traz problema durante o uso."
163,63,"Senti-me imerso na experiência, a ponto de esquecer que estava participando de uma pesquisa e me focar totalmente no jogo."
163,64,O movimento de giro das peças não é tão natural quanto o de movimento lateral (arrasto). É como se as peças girassem um pouco menos do que eu gostaria.
163,65,Realizar o jogo em pé traria mais liberdade de movimento para caminhar em torno do quebra-cabeça.
163,66,"A solução holográfica tem algumas vantagens. Por exemplo, o fato das peças não terem peso e ficarem paradas no ar facilita a movimentação e a visualização. Em um cenário real, com peças físicas, elas ficariam horizontalmente sobre a mesa."
162,62,Um pouco de cansaço mental.
162,63,"Poder mover os objetos de forma bem responsiva. 
O som do jogo fazia ficar imerso.
O desafio com nível de dificuldade gradual foi muito legal."
162,64,"Não com relação ao uso, apenas lógicas com relação ao jogo, de perceber que poderia girar as peças."
164,62,Não conseguir terminar as fases com facilidade.
164,63,Movimentar as peças e deixar na posição que melhor convém sem se preocupar em perder ou derrubar.
164,64,"O foco da imagem atrapalhou, uso óculos, e até descobrir que poderia ajustar para ficar mais nítido a imagem esse ponto incomodou um pouco."
164,65,Não.
164,66,"Depende, para crianças o material físico é melhor para desenvolvimento sensorial, desde que não ofereça riscos como possibilidade de engolir as peças, mas para jovens e adultos considero que sim por conta do barulho, espaço ocupado e ter diferentes desafios."
165,62,A manipulação das peças ainda não está ideal.
165,63,"A experiência foi divertida e desafiadora, mantendo o interesse durante a atividade."
165,64,"Só tive alguns problemas relacionados a manipulação das peças jogando elas pra longe sem querer, ou tendo dificuldade de rotacionar as peças."
165,65,Basicamente melhorar a manipulação das peças.
165,66,"Não usei outras soluções para atividades como esta, porém acho que a holografia traz aspectos interessantes para esta atividade."
166,62,Senti um pouco de dificuldade quando da necessidade de rotacionar objetos para encaixá-los melhor. O objeto não respondia de forma tão satisfatória.
166,63,"Considerando esta breve utilização, considero bem positivo seu uso como entretenimento."
166,64,"Sim, tive algumas dificuldades em manusear os objetos holográficos, não sei se por inexperiência minha ou se por falha de desenvolvimento do aplicativo."
167,62,Isolamento da realidade.
167,63,Interatividade e inovação
167,64,Não
167,65,Não
167,66,Não sei opinar
169,62,Cansaço no braço
169,63,Muito divertido
169,64,Usei o outro braço
168,62,a pegado dos objetos apresentou em alguns momentos falhas em agarra-los e ao final do tempo quando virei minha cabeça para o lado o holograma foi mais para frente e não consegui trazer de volta ao lugar
168,63,resolver os quebra-cabeças com as mão foi muito divertido pelo fato de você poder move-los em varias direções e organiza-los de uma forma melhor
168,64,Ao final do tempo quando virei minha cabeça para o lado o holograma foi mais para frente e não consegui trazer de volta ao lugar
168,66,"é mais divertido fazer as coisas com as mãos, torna mais interativo e faz pensar melhor nas soluções"
170,62,"Algumas peças tive um pouco de dificuldade ao pegar e quando eu mexia com a duas mãos percebia que não era possível, pois minha mão ficava vermelha."
170,63,"Foi muito divertida a experiência, me animou bastante."
170,64,"Algumas peças tive um pouco de dificuldade ao pegar e quando eu mexia com a duas mãos percebia que não era possível, pois minha mão ficava vermelha."
170,66,"Acho uma alternativa interessante, mas principalmente na segunda fase que montava uma peça 3D achei difícil a visualização."
171,62,Durante o processo de segurar e soltar o holograma muitas vezes areslosta não era precisa.
171,63,"Muito inovador e divertido, além de um ótimo passatempo"
172,62,Um ´pouco de cansaço no braço
172,63,muito divertido e desafiador
172,64,"foi fácil, foi rápido saber como mexer com as peças e os movimentos corretos. Foi bem intuitivo"
172,65,foi bem bacana a experiencia
172,66,não conheço outras para comparar
173,62,Dificuldade em compreender com a interação funcionava com os objetos virtuais
173,63,Matar a curiosidade.
173,64,Apenas a dificuldade em compreender como a interação funcionava. Fiquei um tempo tentando pegar os objetos com os dedos afastados (como se estivesse segurando um objeto real) e ela parece funcionar melhor fechando os dedos completamente sobre o objeto
173,65,Apenas talvez a questão do toque ou tutorial sobre como segurar o objeto ^^&#39;
173,66,Precisaria testar as outras.
174,62,Não tem
174,63,"Foi diferente, nunca usei, foi divertido."
174,64,Não
174,65,Não
174,66,"Sim, faz a gentese movimentar mais."
175,62,"as vezes, alguns objetos não funcionavam da forma como eu esperava, principalmente quando um tocava o outro. também, quando eu girava muito a mão, o objeto soltava ou era trocado por outro, ou até mesmo girava de uma forma inesperada"
175,63,"gostei muito do retorno visual que a interface me proporcionou, e também gostei de poder usar minhas duas mão sem que uma atrapalhasse a outra, que é um problema comum em outras interfaces VR que utilizei no passado"
175,64,senti falta de ter mais controles que não dependessem unicamente de eu girar as peças como se faz na vida real.
175,65,gostaria que houvessem controles extras como levantar um dedo segurando a peça ou girar o ambiente deslizando as duas mãos.
175,66,"sim, como falei anteriormente, uma mão atrapalhar a outra é extremamente frustrante."
176,62,Alguns comandos de virar as peças eram um pouco estranhos inicialmente. E também ao segurar nas peças era preciso as vezes fechar a mão por completo e não no entorno da peça.
176,63,Ótima e divertida experiência . Me deu muita vontade de adquirir o equipamento. Contato e rastreamento das mãos são ótimos.
176,64,Mais no virar as peças as vezes
176,65,Não
176,66,"Sim, facilidade e interatividade."
177,62,apenas um pouco de falta de precisão na captação no movimento de pinça feito com  mão para interagir com objetos
177,63,usar headsets vr sempre é uma experiencia agradável e que me entretém
177,64,só a leve falta de precisão nos movimentos de pinça
177,65,"negativo, acho que a experiencia em si é muito bem executada e direcionada tanto para usuários novos quanto experientes de realidade virtual/mista/aumentada"
177,66,"sim, mais por preferencia do que de fato por pontos positivos em maior número. Apesar de ter preferencia e acreditar muito no potencial de headsets de rv/ra/rm eles atualmente tem sim alguns obstáculos que impedem que sejam altamente implementados em mais funções diárias, como a praticidade por portar um headset nem sempre é muito confortável e prático, e também o problema atual de duração de bateria com o óculos em modo autônomo e longe de uma tomada ou bateria externa extra."
178,62,Senti dificuldade em perceber a profundidade de alguns objetos como as peças por exemplo. Também senti dificuldade de girar as peças.
178,63,"Gostei de poder interagir com as peças e de poder girar o molde, pois ajudava no meu raciocínio.  Também gostei da interface gráfica do jogo e achei a experiência bem intuitiva."
178,64,Senti que o headset estava um pouco apertado na parte de trás da minha cabeça.
178,65,Gostei do jogo e acho que foi uma boa experiência para mim já que eu nunca usei um headset desse tipo antes.
178,66,"Sim. Comparando com outros jogos similares que já joguei, achei o da solução mais intuitivo e divertido. Em geral, esse tipo de jogo tende a ser cansativo depois de um tempo, pois precisa de atenção e raciocínio mas não há interação direta entre o jogador e os blocos. Já na solução, achei mais fácil de manter o foco e me diverti com a experiência."
180,62,Apenas tontura e um pouco de dor de cabeça
180,63,"Achei muito legal que ele entende que se você soltar o objeto com uma velocidade ele vai ser lançado, a facilidade que você manuseia os objetos e o som que parece que está sendo usado um fone de ouvido."
180,64,"Sim, mas apenas nas vezes em que minha mão transpassava o objeto e ficava presos nela"
180,65,"Achei bem divertida, prática e simples de entender o que tem que ser feito e como ser feito"
180,66,"Mais ou menos, acredito que pelo enjoo e pouca dor de cabeça fazer essa coisas manualmente seja melhor, porem ainda possui muito potencial e querendo ou não é algo bem divertido."
179,62,"Tive dificuldades com o foco do headset mas depois de mexer mais em ficou em uma posição adequada, acabei tendo náuseas por me movimentar rapidamente ao resolver os quebra cabeça, e quando tentava selecionar uma peça já colocada no cubo, acabava selecionando ele ao invés da peça."
179,63,"Foi muito bom usar o headset, sendo que minha outra experiência foi com o Google cardbord à uns 6 anos, a parte do som foi bem impressionante"
179,64,"Tive dificuldades com o foco do headset mas depois de mexer mais em ficou em uma posição adequada, acabei tendo náuseas por me movimentar rapidamente ao resolver os quebra cabeça, e quando tentava selecionar uma peça já colocada no cubo, acabava selecionando ele ao invés da peça."
179,65,"Passar mais tempo na calibração do foco, visto que aconteceu comigo e com a pessoa do meu lado o problema do foco."
179,66,"Gostei bastante de poder interagir com um ambiente 3d a partir dos óculos, foi bem diferente de quando usei o cardboard, se bem que seria bom se tivesse um controle para ter resposta tátil dos meus inputs."
181,63,Além das minhas expectativas! Gostei imensamente de participar dessa experiência!
